watch_id,user_id,content_id,watch_time_minutes,watch_date,device
W4489,1775,s8328,141,2025-12-20,Mobile
W4490,375,s1966,133,2025-10-27,Laptop
W4491,762,s5908,164,2025-11-29,Mobile
W4492,213,s8329,43,2026-01-22,Laptop
W4493,1587,s8035,155,2025-04-11,Mobile
W4494,434,s625,161,2026-03-04,TV
W4495,1387,s7702,30,2025-07-30,Mobile
W4496,1140,s358,173,2026-03-03,Laptop
W4497,1448,s1669,169,2025-09-18,Mobile
W4498,438,s5455,169,2026-01-07,Mobile
W4499,234,s5186,170,2025-06-26,Tablet
W4500,142,s5024,37,2025-09-24,Mobile
W4501,1184,s4725,116,2025-09-03,TV
W4502,1880,s5123,44,2026-02-07,Mobile
W4503,285,s8713,41,2026-01-05,TV
W4504,1643,s251,118,2025-03-26,TV
W4505,230,s7213,39,2025-03-17,Laptop
W4506,1284,s3656,23,2025-06-30,Mobile
W4507,1138,s5368,178,2025-11-19,Tablet
W4508,387,s3632,161,2025-10-24,Tablet
W4509,1405,s1105,108,2026-02-23,TV
W4510,863,s936,59,2025-11-22,TV
W4511,1000,s7811,89,2025-07-31,Laptop
W4512,378,s2630,148,2025-07-23,TV
W4513,1230,s70,73,2026-02-08,Laptop
W4514,1730,s5269,144,2025-10-22,Laptop
W4515,358,s2232,141,2025-10-16,TV
W4516,904,s6345,132,2026-01-16,Tablet
W4517,278,s1775,118,2025-07-18,TV
W4518,879,s3836,138,2025-08-28,Laptop
W4519,1490,s3108,142,2025-12-24,Laptop
W4520,1558,s4673,54,2025-08-04,Tablet
W4521,509,s8787,109,2025-08-05,Laptop
W4522,537,s7860,162,2025-09-21,TV
W4523,1504,s1990,165,2025-03-21,Tablet
W4524,1897,s782,76,2025-12-01,TV
W4525,499,s7821,160,2025-11-01,Mobile
W4526,1296,s785,85,2025-03-16,Laptop
W4527,269,s4971,102,2025-03-23,Mobile
W4528,983,s4771,77,2026-01-19,Tablet
W4529,1368,s6739,133,2025-03-20,Mobile
W4530,1948,s8750,104,2026-01-07,TV
W4531,1257,s3413,169,2025-08-10,TV
W4532,944,s8291,112,2026-01-18,Tablet
W4533,1254,s3572,10,2025-07-06,TV
W4534,1434,s4928,159,2025-07-01,Mobile
W4535,168,s7431,114,2025-10-27,Laptop
W4536,1422,s4590,33,2025-10-16,Laptop
W4537,910,s332,141,2025-07-04,Laptop
W4538,1232,s5414,116,2025-10-11,Tablet
W4539,1564,s5274,122,2026-03-06,Tablet
W4540,621,s6012,38,2025-10-31,Laptop
W4541,1218,s1192,39,2025-10-26,TV
W4542,525,s1267,135,2026-01-02,Laptop
W4543,1852,s8283,148,2026-01-11,Tablet
W4544,1205,s8742,47,2026-01-18,TV
W4545,1380,s3185,18,2025-06-17,Laptop
W4546,1544,s5337,136,2025-09-04,Mobile
W4547,83,s1414,156,2025-05-21,Tablet
W4548,60,s3347,91,2025-06-09,Mobile
W4549,361,s6056,93,2026-02-04,Laptop
W4550,1243,s5953,17,2025-12-17,Mobile
W4551,517,s8367,59,2025-06-10,TV
W4552,830,s1623,169,2025-12-23,Tablet
W4553,1714,s3798,76,2025-07-24,Tablet
W4554,1515,s64,67,2025-09-01,Tablet
W4555,1795,s302,177,2025-08-17,Tablet
W4556,1980,s5986,111,2025-04-21,TV
W4557,1475,s431,38,2026-02-15,Tablet
W4558,464,s8637,73,2025-06-26,Tablet
W4559,1050,s6778,44,2025-11-02,TV
W4560,2000,s770,89,2025-03-16,Laptop
W4561,833,s4173,90,2026-02-01,Tablet
W4562,612,s1507,97,2025-12-05,Mobile
W4563,1726,s4709,33,2025-04-01,Laptop
W4564,1276,s2589,48,2025-09-26,TV
W4565,129,s1848,128,2026-02-10,Tablet
W4566,559,s233,26,2025-12-11,Laptop
W4567,184,s3864,155,2026-01-15,Tablet
W4568,1614,s2950,160,2025-09-17,Laptop
W4569,485,s3108,73,2025-09-28,Mobile
W4570,201,s8605,93,2025-12-27,Tablet
W4571,643,s4298,88,2025-06-16,Mobile
W4572,835,s300,17,2025-09-26,TV
W4573,903,s964,62,2025-08-24,TV
W4574,1586,s2035,37,2025-08-05,Tablet
W4575,218,s5276,118,2025-04-06,Laptop
W4576,1929,s2614,42,2025-07-16,Mobile
W4577,1109,s5731,53,2025-04-27,Laptop
W4578,823,s831,130,2026-01-17,Mobile
W4579,344,s984,77,2026-01-27,Laptop
W4580,741,s3121,77,2025-06-01,Tablet
W4581,1363,s1577,175,2025-06-17,Tablet
W4582,60,s3698,135,2025-05-30,Laptop
W4583,553,s2991,71,2026-01-25,TV
W4584,988,s7048,143,2025-04-21,Tablet
W4585,868,s3472,100,2025-08-25,Laptop
W4586,792,s6061,170,2025-09-30,TV
W4587,845,s3788,153,2025-06-29,Laptop
W4588,1586,s7665,87,2025-08-24,Laptop
W4589,73,s3587,64,2025-03-31,TV
W4590,1603,s2938,153,2025-03-15,Mobile
W4591,519,s7781,154,2025-03-28,TV
W4592,233,s7969,84,2026-01-25,Mobile
W4593,1600,s7988,21,2025-12-21,Laptop
W4594,810,s3033,141,2025-07-03,Tablet
W4595,749,s8195,123,2025-09-24,Laptop
W4596,623,s3279,168,2025-07-14,Tablet
W4597,1058,s7682,152,2025-10-18,Tablet
W4598,1854,s8238,169,2025-07-15,TV
W4599,923,s2088,50,2025-11-27,Tablet
W4600,1624,s2350,151,2025-08-03,TV
W4601,1941,s6305,45,2025-12-04,Laptop
W4602,784,s6064,143,2025-06-07,Laptop
W4603,1646,s5935,113,2025-06-21,TV
W4604,171,s7138,98,2025-03-14,Mobile
W4605,119,s3722,102,2025-08-27,Laptop
W4606,1856,s795,165,2026-02-13,Laptop
W4607,429,s6094,56,2026-03-03,Mobile
W4608,132,s1019,110,2026-01-29,TV
W4609,1203,s1140,82,2025-11-12,Mobile
W4610,149,s2627,57,2026-01-09,Laptop
W4611,554,s7376,44,2025-09-20,Laptop
W4612,534,s2716,38,2025-03-24,Laptop
W4613,344,s6633,143,2025-05-28,Tablet
W4614,1120,s4186,92,2025-12-06,Mobile
W4615,747,s1093,15,2025-06-18,TV
W4616,274,s7497,170,2025-09-28,TV
W4617,1454,s4725,168,2025-03-10,Tablet
W4618,1692,s3377,132,2025-11-19,TV
W4619,1275,s1625,10,2025-03-11,TV
W4620,4,s1865,56,2025-07-10,Laptop
W4621,1936,s8478,60,2025-10-21,Mobile
W4622,1274,s4443,159,2025-06-30,Tablet
W4623,109,s1743,160,2025-11-28,Laptop
W4624,1433,s2388,66,2026-03-09,Mobile
W4625,787,s5473,98,2025-05-05,TV
W4626,1613,s3560,98,2025-11-07,TV
W4627,136,s2485,135,2025-11-18,Tablet
W4628,1249,s1186,145,2026-02-17,Tablet
W4629,1677,s3609,22,2025-10-22,Laptop
W4630,251,s656,124,2025-10-04,Mobile
W4631,1261,s2674,16,2025-10-11,Tablet
W4632,970,s4923,120,2026-02-14,Tablet
W4633,392,s7483,130,2025-09-26,Laptop
W4634,1534,s2657,42,2025-12-29,Laptop
W4635,1318,s4732,144,2025-08-15,Tablet
W4636,219,s4380,103,2025-04-01,Mobile
W4637,1295,s5019,105,2025-12-06,TV
W4638,1737,s1425,84,2025-06-22,Laptop
W4639,423,s3956,70,2025-12-28,TV
W4640,1340,s3268,74,2026-03-01,TV
W4641,1555,s275,162,2025-09-23,Laptop
W4642,1116,s2263,39,2025-03-26,TV
W4643,975,s6196,48,2025-04-24,TV
W4644,1375,s4137,55,2025-06-09,Laptop
W4645,1698,s1669,138,2025-10-17,TV
W4646,635,s5931,12,2025-06-30,Laptop
W4647,1025,s4133,116,2025-11-16,Laptop
W4648,846,s1424,99,2026-02-22,Laptop
W4649,1709,s1280,123,2025-10-08,Laptop
W4650,1205,s4297,155,2025-06-02,Tablet
W4651,1940,s6356,95,2025-07-17,Mobile
W4652,226,s5423,122,2025-09-12,Laptop
W4653,550,s477,31,2025-03-22,Laptop
W4654,1302,s2415,66,2025-10-28,Mobile
W4655,1550,s616,67,2025-12-08,Mobile
W4656,541,s4466,65,2025-10-27,Tablet
W4657,63,s4157,67,2025-06-04,TV
W4658,1192,s4455,97,2026-02-01,Laptop
W4659,1579,s3626,169,2026-01-29,Laptop
W4660,724,s2134,70,2025-10-20,Laptop
W4661,526,s7938,14,2026-02-05,Laptop
W4662,1252,s7066,71,2025-09-22,TV
W4663,1184,s3602,126,2026-01-05,Laptop
W4664,1932,s5967,165,2025-05-11,Tablet
W4665,1519,s7454,108,2025-04-22,Mobile
W4666,519,s8081,63,2025-03-12,Laptop
W4667,561,s852,131,2025-05-23,Laptop
W4668,707,s2884,144,2025-08-02,TV
W4669,1240,s7563,38,2025-10-22,TV
W4670,402,s1558,49,2025-05-14,Mobile
W4671,47,s1559,53,2025-04-17,Tablet
W4672,1693,s2472,71,2026-02-26,Laptop
W4673,914,s6978,94,2026-01-12,Mobile
W4674,1841,s2091,92,2025-08-10,Tablet
W4675,590,s777,22,2025-10-22,TV
W4676,783,s6580,141,2025-05-23,Tablet
W4677,1597,s1749,51,2025-07-03,Mobile
W4678,924,s7357,125,2025-04-16,TV
W4679,1143,s6010,70,2025-12-22,Mobile
W4680,1227,s2753,126,2025-04-07,Tablet
W4681,394,s3139,59,2025-09-17,Laptop
W4682,1125,s3975,95,2025-12-13,TV
W4683,933,s7077,128,2026-02-18,Mobile
W4684,769,s4943,146,2025-12-20,Mobile
W4685,506,s697,127,2025-11-20,TV
W4686,943,s4672,168,2026-02-11,Laptop
W4687,658,s6535,146,2025-06-03,Tablet
W4688,1424,s790,136,2025-09-01,Laptop
W4689,1168,s1611,44,2025-12-01,Mobile
W4690,497,s638,170,2025-12-06,Tablet
W4691,1589,s5144,105,2026-02-08,Mobile
W4692,1217,s2832,76,2025-07-13,Laptop
W4693,1376,s6613,75,2025-09-04,TV
W4694,394,s8118,118,2025-05-12,Laptop
W4695,178,s5168,173,2026-01-10,Laptop
W4696,1064,s4063,144,2025-10-04,Tablet
W4697,1433,s6888,22,2025-03-28,Laptop
W4698,1443,s3389,108,2025-12-12,TV
W4699,1561,s6974,41,2025-05-02,Tablet
W4700,1500,s6236,23,2025-05-23,TV
W4701,894,s4420,152,2025-12-08,Laptop
W4702,1617,s4796,166,2025-10-05,Mobile
W4703,1401,s1699,128,2025-05-18,Tablet
W4704,77,s6633,71,2025-09-08,Tablet
W4705,541,s7933,11,2025-11-24,Mobile
W4706,1078,s7766,145,2025-12-15,Mobile
W4707,595,s6476,19,2025-10-03,Mobile
W4708,1603,s8358,38,2025-10-14,Laptop
W4709,146,s2719,147,2026-02-20,Tablet
W4710,1299,s6652,41,2025-04-29,Tablet
W4711,592,s407,150,2026-01-26,TV
W4712,345,s6133,79,2025-08-25,Mobile
W4713,334,s2012,157,2025-10-26,TV
W4714,75,s8303,32,2025-11-12,Tablet
W4715,304,s3446,92,2025-10-10,Mobile
W4716,810,s7459,87,2025-07-17,Tablet
W4717,402,s1245,92,2025-05-27,Mobile
W4718,961,s8161,92,2026-01-05,Laptop
W4719,1626,s546,167,2025-09-21,Tablet
W4720,1912,s5339,51,2026-02-19,TV
W4721,1063,s1455,68,2025-07-06,TV
W4722,2000,s6020,54,2025-09-20,Mobile
W4723,953,s8342,119,2025-05-08,Mobile
W4724,784,s4870,175,2026-02-06,Mobile
W4725,1752,s169,147,2026-01-13,Laptop
W4726,1238,s2556,105,2025-11-26,Mobile
W4727,356,s4966,57,2026-01-09,Laptop
W4728,529,s4640,71,2025-09-10,TV
W4729,293,s8746,92,2025-04-06,Laptop
W4730,831,s6300,123,2025-05-07,Tablet
W4731,526,s8193,66,2025-07-03,Laptop
W4732,1580,s1892,36,2026-02-03,Laptop
W4733,325,s3462,64,2025-07-04,Mobile
W4734,744,s507,173,2025-07-28,Laptop
W4735,1558,s5739,11,2025-08-02,Mobile
W4736,942,s4595,94,2026-01-18,Tablet
W4737,869,s5190,143,2025-08-27,Tablet
W4738,1493,s4110,120,2025-10-31,Tablet
W4739,274,s4558,173,2025-08-20,TV
W4740,80,s6328,130,2025-06-06,TV
W4741,481,s2262,32,2026-01-16,Tablet
W4742,1535,s1398,34,2025-12-18,Mobile
W4743,572,s8637,85,2025-10-30,Laptop
W4744,433,s3563,172,2025-12-28,Laptop
W4745,1331,s2045,57,2025-11-18,Tablet
W4746,1420,s1820,27,2026-03-07,TV
W4747,1379,s92,18,2025-04-02,Laptop
W4748,189,s5654,169,2025-11-28,Laptop
W4749,980,s2766,104,2025-03-10,Mobile
W4750,1454,s6808,137,2025-10-05,Mobile
W4751,54,s7414,143,2025-05-27,Laptop
W4752,1121,s3889,144,2026-02-08,Mobile
W4753,1299,s7622,126,2025-05-20,Mobile
W4754,1959,s6220,120,2025-12-20,Mobile
W4755,1742,s5595,150,2025-05-18,Tablet
W4756,305,s1905,138,2025-03-12,Laptop
W4757,33,s6090,94,2025-07-10,Tablet
W4758,1595,s3095,115,2025-07-17,Mobile
W4759,236,s3839,121,2026-02-02,Mobile
W4760,633,s3763,50,2025-07-25,Tablet
W4761,696,s3376,133,2025-04-07,Laptop
W4762,1119,s3072,71,2026-02-22,Tablet
W4763,1371,s1653,39,2025-03-29,Laptop
W4764,1802,s7651,20,2025-09-24,Laptop
W4765,1555,s8664,136,2025-08-26,Laptop
W4766,767,s5465,155,2025-09-29,TV
W4767,689,s5682,62,2025-04-23,Laptop
W4768,271,s4181,17,2025-11-08,TV
W4769,357,s5810,19,2026-02-28,Laptop
W4770,1951,s452,36,2025-10-05,TV
W4771,1003,s1226,69,2025-03-11,Tablet
W4772,334,s7255,75,2025-07-10,Laptop
W4773,1123,s4008,20,2025-05-30,Laptop
W4774,603,s7385,17,2025-09-29,Mobile
W4775,1108,s2909,130,2025-08-10,Mobile
W4776,1542,s7672,143,2025-05-16,Tablet
W4777,172,s7418,20,2025-10-04,Laptop
W4778,602,s6234,112,2025-05-27,Laptop
W4779,1904,s5348,27,2025-05-22,Tablet
W4780,4,s2792,110,2025-03-28,TV
W4781,358,s1054,124,2026-01-27,Tablet
W4782,624,s2978,22,2025-10-10,TV
W4783,480,s5300,113,2025-09-04,Tablet
W4784,370,s1774,104,2025-03-26,Laptop
W4785,1996,s2284,46,2025-06-12,Mobile
W4786,1025,s6385,30,2025-05-18,Tablet
W4787,22,s8530,102,2025-06-09,Laptop
W4788,138,s5614,157,2025-12-09,Laptop
W4789,1311,s3618,17,2025-05-01,Mobile
W4790,1972,s5306,177,2025-04-25,Tablet
W4791,616,s2436,37,2025-11-07,Laptop
W4792,1799,s2408,90,2025-07-18,Tablet
W4793,1765,s6287,180,2025-11-06,Mobile
W4794,141,s5977,123,2025-06-19,Tablet
W4795,1705,s381,154,2026-02-28,TV
W4796,1572,s5725,159,2025-07-09,Laptop
W4797,1693,s5488,49,2026-01-07,Laptop
W4798,153,s6443,103,2025-03-09,Laptop
W4799,670,s7297,120,2025-07-19,TV
W4800,915,s8710,14,2026-02-24,Laptop
W4801,787,s1743,43,2026-02-02,Tablet
W4802,355,s3425,67,2025-05-19,Tablet
W4803,1525,s1950,71,2026-01-27,Mobile
W4804,309,s8262,151,2025-07-08,Laptop
W4805,920,s6040,64,2025-07-05,Tablet
W4806,511,s7945,147,2025-03-31,TV
W4807,377,s8461,52,2026-02-17,Laptop
W4808,956,s5982,87,2025-10-15,Laptop
W4809,539,s860,68,2025-04-25,Laptop
W4810,900,s5111,121,2025-11-18,TV
W4811,1114,s4584,147,2026-01-20,Tablet
W4812,545,s3073,28,2025-11-12,TV
W4813,1331,s4625,78,2025-10-10,Tablet
W4814,378,s5646,36,2025-04-30,TV
W4815,1406,s4856,147,2025-04-11,Laptop
W4816,110,s3681,95,2025-09-12,Tablet
W4817,1179,s7344,175,2025-04-13,Laptop
W4818,1544,s4322,56,2025-09-08,TV
W4819,1286,s2582,47,2025-11-02,Tablet
W4820,1710,s3414,112,2025-07-25,Tablet
W4821,677,s2960,83,2025-08-02,Laptop
W4822,1495,s1,54,2025-10-03,TV
W4823,732,s714,172,2025-12-01,TV
W4824,889,s5041,169,2026-01-08,TV
W4825,1169,s5674,18,2025-10-19,TV
W4826,409,s4348,54,2025-05-14,TV
W4827,216,s5681,19,2025-07-24,TV
W4828,182,s4428,99,2025-04-01,TV
W4829,1370,s298,137,2025-10-23,Tablet
W4830,465,s409,34,2025-06-27,Tablet
W4831,682,s260,98,2025-06-25,Laptop
W4832,1221,s5167,165,2025-08-05,Laptop
W4833,1165,s4398,106,2025-08-13,Laptop
W4834,1294,s165,119,2025-05-22,TV
W4835,653,s8033,175,2025-09-28,Mobile
W4836,1921,s7628,125,2025-07-29,Tablet
W4837,1124,s2426,144,2025-04-27,TV
W4838,388,s4479,172,2025-10-06,Mobile
W4839,1613,s6780,121,2025-10-14,Mobile
W4840,944,s3446,164,2026-02-03,TV
W4841,1287,s4361,76,2025-06-22,TV
W4842,528,s8353,113,2026-01-28,Laptop
W4843,161,s3893,163,2025-11-29,Mobile
W4844,891,s6291,135,2025-04-16,TV
W4845,1208,s432,78,2025-12-31,Mobile
W4846,31,s4735,18,2025-03-21,Tablet
W4847,71,s7870,154,2025-05-16,TV
W4848,1660,s1263,107,2025-06-30,TV
W4849,1148,s7313,174,2025-08-12,Mobile
W4850,503,s2082,13,2025-06-15,Tablet
W4851,938,s6487,78,2025-04-18,TV
W4852,1907,s8354,136,2025-05-18,TV
W4853,1241,s6075,145,2025-10-25,Mobile
W4854,670,s1343,123,2025-06-19,TV
W4855,1891,s4702,78,2025-08-13,Laptop
W4856,988,s6373,76,2026-02-26,Laptop
W4857,182,s1954,61,2025-03-20,Laptop
W4858,1492,s7616,66,2025-06-25,TV
W4859,1725,s2691,55,2025-08-23,Mobile
W4860,950,s3980,112,2025-11-10,TV
W4861,141,s8689,26,2025-06-03,TV
W4862,20,s6694,165,2025-12-06,Laptop
W4863,937,s7505,80,2026-02-26,Mobile
W4864,1266,s8525,155,2025-07-20,Mobile
W4865,136,s8447,32,2026-01-25,TV
W4866,740,s8799,40,2026-03-06,TV
W4867,1306,s6951,111,2026-02-24,TV
W4868,1827,s3455,73,2025-05-24,Tablet
W4869,850,s1439,45,2025-12-07,Mobile
W4870,1334,s452,140,2025-06-30,Tablet
W4871,213,s3663,118,2025-11-25,Mobile
W4872,924,s8683,157,2025-06-03,TV
W4873,127,s8483,29,2025-09-01,Mobile
W4874,662,s7055,72,2026-02-07,TV
W4875,155,s7855,158,2025-11-22,Mobile
W4876,1627,s1692,113,2025-12-18,TV
W4877,77,s49,77,2025-07-12,Laptop
W4878,138,s7485,178,2026-03-02,Mobile
W4879,830,s4205,153,2025-09-18,Laptop
W4880,705,s1748,16,2025-03-23,Laptop
W4881,1911,s8444,151,2025-10-05,Laptop
W4882,1807,s7937,68,2025-12-02,Mobile
W4883,659,s6877,92,2025-07-18,Mobile
W4884,1130,s4003,60,2025-05-03,Tablet
W4885,1628,s8449,56,2025-06-24,TV
W4886,228,s4118,38,2025-11-10,Laptop
W4887,306,s3390,133,2025-08-14,Mobile
W4888,1439,s2370,32,2025-03-09,Laptop
W4889,705,s6412,156,2025-09-09,TV
W4890,1551,s2342,96,2025-04-14,Tablet
W4891,1245,s2773,56,2025-08-31,Laptop
W4892,413,s3311,180,2025-09-21,TV
W4893,1912,s1384,51,2026-03-07,TV
W4894,794,s7636,65,2025-04-08,TV
W4895,848,s6730,104,2025-05-29,Mobile
W4896,437,s1161,91,2025-10-08,TV
W4897,947,s770,118,2025-10-02,TV
W4898,1744,s8096,178,2026-01-10,Laptop
W4899,733,s3341,92,2025-10-22,Tablet
W4900,571,s3384,51,2026-01-10,TV
W4901,251,s5498,16,2025-04-29,Laptop
W4902,529,s5068,75,2025-07-16,Tablet
W4903,1834,s7825,121,2025-11-05,Laptop
W4904,592,s378,170,2025-12-19,Laptop
W4905,1278,s2876,26,2025-08-26,Laptop
W4906,574,s3051,19,2025-12-11,TV
W4907,722,s6786,114,2025-08-28,TV
W4908,1243,s7883,21,2025-12-22,Mobile
W4909,1135,s2009,120,2025-10-03,Tablet
W4910,1158,s5796,112,2026-01-20,TV
W4911,508,s6360,169,2025-07-18,Tablet
W4912,1962,s419,23,2025-05-12,Mobile
W4913,1999,s71,120,2025-06-23,Mobile
W4914,1679,s1399,78,2025-09-11,Tablet
W4915,1781,s6537,150,2026-02-21,Laptop
W4916,545,s6092,39,2025-12-29,TV
W4917,1511,s63,75,2025-05-30,TV
W4918,1346,s7180,25,2026-03-01,Laptop
W4919,1461,s5129,145,2025-03-23,Mobile
W4920,232,s3722,174,2025-03-17,Tablet
W4921,661,s3726,76,2025-09-04,TV
W4922,1491,s3061,108,2025-06-19,TV
W4923,141,s6971,104,2025-08-06,Tablet
W4924,73,s147,41,2026-02-02,Mobile
W4925,1874,s5859,95,2025-04-16,Laptop
W4926,799,s465,38,2025-09-07,Tablet
W4927,440,s1134,14,2025-10-25,TV
W4928,1795,s3587,26,2025-10-11,Tablet
W4929,200,s161,144,2025-11-17,TV
W4930,461,s6385,120,2025-04-24,Mobile
W4931,1445,s246,27,2025-11-01,Mobile
W4932,758,s4305,98,2025-09-04,TV
W4933,759,s1853,62,2025-09-12,Laptop
W4934,1871,s6438,108,2025-03-15,TV
W4935,1096,s7803,135,2025-05-01,TV
W4936,1900,s5150,138,2025-06-17,Tablet
W4937,1634,s3971,146,2025-06-24,Tablet
W4938,512,s1957,169,2025-09-01,Tablet
W4939,1607,s7025,97,2026-01-01,TV
W4940,679,s7214,76,2025-10-26,Tablet
W4941,1648,s7337,24,2025-06-20,Laptop
W4942,640,s5351,156,2026-01-02,Mobile
W4943,1469,s4022,70,2025-07-20,Mobile
W4944,1893,s3885,101,2025-11-08,Laptop
W4945,1311,s3230,143,2025-11-01,Mobile
W4946,1588,s2599,178,2025-11-25,TV
W4947,1293,s2882,165,2025-06-01,Tablet
W4948,361,s8021,82,2025-07-21,TV
W4949,708,s581,101,2025-08-14,TV
W4950,1941,s2759,41,2026-01-12,Mobile
W4951,688,s3075,47,2025-11-24,TV
W4952,1091,s3162,142,2026-03-08,Tablet
W4953,134,s3589,132,2025-09-10,Mobile
W4954,1627,s4716,38,2025-05-16,TV
W4955,1230,s7408,19,2025-03-10,Tablet
W4956,784,s4596,67,2025-05-09,Mobile
W4957,53,s8367,46,2025-11-09,Mobile
W4958,569,s6170,95,2025-04-04,Mobile
W4959,906,s2940,132,2025-10-16,Tablet
W4960,982,s6109,10,2025-03-29,Mobile
W4961,1956,s5318,19,2026-01-29,TV
W4962,1046,s5931,140,2025-05-08,Mobile
W4963,220,s3567,107,2025-11-10,TV
W4964,615,s156,174,2025-04-02,Mobile
W4965,489,s2355,56,2025-06-30,Mobile
W4966,1403,s8149,142,2025-12-12,Laptop
W4967,981,s6440,157,2025-07-08,Mobile
W4968,1901,s3244,66,2025-07-09,Laptop
W4969,1310,s6543,35,2025-04-06,Laptop
W4970,1630,s7885,54,2025-10-21,Tablet
W4971,1355,s632,38,2025-09-17,TV
W4972,21,s3415,62,2025-05-05,Tablet
W4973,967,s3644,56,2026-01-30,Laptop
W4974,1950,s2936,61,2025-07-22,Mobile
W4975,255,s8743,120,2025-09-15,Laptop
W4976,1581,s5909,167,2025-03-26,Mobile
W4977,1408,s6378,55,2025-10-24,Mobile
W4978,1880,s2571,62,2025-06-13,TV
W4979,1276,s2568,176,2025-08-01,Laptop
W4980,500,s2520,85,2025-05-11,TV
W4981,240,s5434,147,2026-01-26,Mobile
W4982,491,s4489,36,2026-02-25,Tablet
W4983,1890,s2967,26,2025-07-21,Tablet
W4984,1371,s8201,12,2026-01-26,Laptop
W4985,631,s7783,149,2025-10-28,TV
W4986,247,s349,147,2025-07-29,Mobile
W4987,1786,s8188,18,2025-10-28,Laptop
W4988,1630,s6401,98,2025-05-01,Laptop
W4989,1144,s6593,146,2025-05-28,Laptop
W4990,902,s6352,175,2025-07-29,Tablet
W4991,1990,s7350,145,2025-10-13,Laptop
W4992,537,s8088,103,2025-06-26,Mobile
W4993,1686,s4589,100,2025-06-22,Mobile
W4994,272,s3094,43,2025-10-31,Tablet
W4995,1608,s3651,15,2025-05-31,Mobile
W4996,1393,s2626,118,2025-04-29,Laptop
W4997,912,s4586,29,2025-10-10,Mobile
W4998,1162,s4461,118,2025-10-25,Tablet
W4999,1608,s6314,176,2025-05-12,Mobile
W5000,975,s1877,78,2025-07-16,Laptop
W5001,1765,s69,156,2025-12-07,Tablet
W5002,885,s504,160,2025-11-30,TV
W5003,560,s7570,38,2025-07-26,Tablet
W5004,1151,s1472,152,2025-05-31,TV
W5005,120,s864,122,2025-04-13,Tablet
W5006,1282,s1849,40,2025-07-15,TV
W5007,875,s8087,173,2025-10-12,Tablet
W5008,1751,s6766,127,2025-11-29,Laptop
W5009,565,s1970,75,2025-10-22,Laptop
W5010,1381,s475,55,2025-11-07,Tablet
W5011,567,s7854,132,2025-08-20,TV
W5012,635,s6383,94,2025-09-28,Mobile
W5013,825,s6066,74,2025-03-16,TV
W5014,217,s5737,61,2025-12-03,Laptop
W5015,784,s6577,143,2025-11-22,Tablet
W5016,979,s1109,47,2025-03-22,Tablet
W5017,1006,s6090,168,2025-09-22,Tablet
W5018,890,s1044,56,2025-07-06,Laptop
W5019,113,s1882,138,2025-06-14,Mobile
W5020,780,s7283,70,2026-02-23,Laptop
W5021,1793,s7935,105,2026-01-24,Tablet
W5022,358,s6134,109,2025-05-23,TV
W5023,399,s1276,44,2025-12-07,Tablet
W5024,997,s5827,129,2025-11-13,Mobile
W5025,1048,s623,31,2025-12-03,Tablet
W5026,1521,s3356,168,2026-03-02,Tablet
W5027,164,s3046,11,2025-06-19,TV
W5028,1106,s491,128,2025-08-02,Laptop
W5029,938,s7521,163,2025-07-25,Tablet
W5030,1568,s5334,89,2025-07-25,Laptop
W5031,1389,s2988,28,2025-12-28,TV
W5032,615,s6391,33,2025-05-06,Mobile
W5033,470,s6008,59,2026-01-18,Laptop
W5034,937,s7132,138,2025-05-10,Tablet
W5035,605,s8492,41,2025-07-17,Laptop
W5036,9,s4103,16,2026-02-07,TV
W5037,1546,s8728,147,2025-09-09,TV
W5038,1306,s3808,12,2025-06-26,Laptop
W5039,1166,s5171,166,2025-11-02,Laptop
W5040,1537,s8407,94,2025-05-12,Laptop
W5041,578,s3168,140,2025-04-07,Mobile
W5042,1171,s2502,149,2025-12-12,TV
W5043,779,s2338,142,2025-11-21,Laptop
W5044,1771,s6991,82,2025-06-20,TV
W5045,1443,s8614,73,2026-02-21,Mobile
W5046,174,s7770,66,2025-10-16,Laptop
W5047,825,s7405,15,2025-05-12,Tablet
W5048,84,s2353,77,2025-09-25,Laptop
W5049,1012,s5386,169,2026-01-28,TV
W5050,385,s1402,38,2025-12-06,TV
W5051,560,s8537,34,2025-08-10,Mobile
W5052,909,s570,110,2025-08-11,Laptop
W5053,1863,s4506,95,2025-09-24,TV
W5054,1196,s8076,94,2026-01-21,Mobile
W5055,640,s2314,61,2026-01-26,Mobile
W5056,812,s1272,175,2025-06-09,Tablet
W5057,848,s6595,129,2025-09-19,TV
W5058,1469,s6343,76,2025-11-21,Laptop
W5059,20,s7218,168,2026-01-12,Mobile
W5060,1759,s6738,18,2025-04-27,Mobile
W5061,228,s1537,43,2026-02-06,Tablet
W5062,983,s8338,167,2026-02-13,Mobile
W5063,458,s373,100,2025-10-23,Mobile
W5064,1271,s8352,151,2025-11-04,Laptop
W5065,890,s8598,162,2025-11-15,Tablet
W5066,1996,s7879,33,2025-11-24,Tablet
W5067,753,s3317,65,2025-03-14,Laptop
W5068,125,s6301,129,2026-01-08,Mobile
W5069,1739,s5868,34,2026-01-29,TV
W5070,1932,s5348,74,2025-07-31,Mobile
W5071,1077,s5030,109,2025-04-05,TV
W5072,1078,s6096,12,2026-03-08,Tablet
W5073,160,s57,89,2025-10-20,Laptop
